,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate
9218,J. Kade,Julius Kade,66,73,1700000,"CM,CDM",CAM,Germany,https://cdn.sofifa.net/players/236/627/23_60.png,23,182,67,1747,369,SG Dynamo Dresden,3000,2800000,SUB,2024,20,2021,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
9219,A. Auassar,Adil Auassar,66,66,230000,"CB,CDM",CB,Netherlands,https://cdn.sofifa.net/players/185/171/23_60.png,35,186,80,1740,355,Sparta Rotterdam,2000,334000,CB,2023,4,2018,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium
9220,B. Šerbečić,Besim Šerbečić,66,71,1200000,CB,CB,Bosnia and Herzegovina,https://cdn.sofifa.net/players/242/260/23_60.png,24,194,80,1449,316,Aalesunds FK,1000,1600000,CB,2024,25,2022,-,Right,2,2,1,-,-,-,-,High,Medium
9221,M. Eberwein,Michael Eberwein,66,69,1100000,"CAM,ST",ST,Germany,https://cdn.sofifa.net/players/224/597/23_60.png,26,193,84,1682,368,Borussia Dortmund II,2000,1700000,CM,2026,14,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium
9222,C. Operi,Christopher Operi,66,70,1100000,"LB,LM",LB,Côte d'Ivoire,https://cdn.sofifa.net/players/236/629/23_60.png,25,183,78,1783,380,Le Havre AC,2000,2000000,LB,2024,27,2022,-,Left,3,2,1,-,-,-,-,Medium,Medium
9223,F. Kanouté,Franck Elimane Kanouté,66,74,1800000,"CDM,CM",CDM,Senegal,https://cdn.sofifa.net/players/241/237/23_60.png,23,186,78,1787,382,FC Sochaux-Montbéliard,4000,0,CDM,2023,77,2020,YES,Right,3,3,1,-,-,-,-,High,Medium
9224,A. Makoumbou,Antoine Makoumbou,66,71,1300000,CM,CDM,Congo,https://cdn.sofifa.net/players/270/597/23_60.png,23,187,79,1796,392,Cagliari,1000,2200000,CM,2026,29,2022,-,Right,3,3,1,-,-,-,-,Medium,High
9225,Q. Maceiras,Quentin Maceiras,66,69,1000000,"RB,LB",RB,Switzerland,https://cdn.sofifa.net/players/238/820/23_60.png,26,180,75,1764,389,BSC Young Boys,6000,1600000,SUB,2024,24,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium
9226,I. Jebali,Issam Jebali,66,66,850000,"ST,CF,CAM",CAM,Tunisia,https://cdn.sofifa.net/players/235/236/23_60.png,30,186,84,1723,375,Odense Boldklub,5000,1100000,CAM,2024,7,2019,-,Right,3,4,1,-,-,-,-,Medium,Medium
9227,Ivo Pinto,Ivo Daniel F. Mendonça Pinto,66,66,600000,"RB,CB,LB",RB,Portugal,https://cdn.sofifa.net/players/197/860/23_60.png,32,182,75,1757,374,Fortuna Sittard,4000,900000,RB,2023,12,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium
9228,F. Sgarbi,Filippo Sgarbi,66,72,1200000,CB,CB,Italy,https://cdn.sofifa.net/players/244/190/23_60.png,24,191,84,1413,311,Perugia,1000,2100000,SUB,2023,97,2018,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
9229,M. Antonucci,Mirko Antonucci,66,73,1700000,"CAM,CF",RM,Italy,https://cdn.sofifa.net/players/239/838/23_60.png,23,181,76,1581,345,Cittadella,950,3000000,CAM,2024,10,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Low
9230,R. Piscopo,Reno Piscopo,66,72,1400000,"CAM,LM",CAM,Australia,https://cdn.sofifa.net/players/252/974/23_60.png,24,170,69,1758,378,Newcastle Jets,950,2000000,LM,2024,10,2022,-,Right,2,4,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Low
9231,Rubén Alves,Rubén González Alves,66,68,900000,CB,CB,Spain,https://cdn.sofifa.net/players/262/299/23_60.png,27,184,77,1619,355,Racing Santander,3000,1500000,SUB,2024,15,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
9232,Dário Essugo,Dário Cassia Luís Essugo,66,82,2000000,"CDM,CM",CDM,Portugal,https://cdn.sofifa.net/players/261/530/23_60.png,17,178,79,1746,376,Sporting CP,500,5300000,RES,2025,84,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,High
9233,T. Anjorin,Tino Anjorin,66,82,2200000,"CAM,RW,CM",CAM,England,https://cdn.sofifa.net/players/248/474/23_60.png,20,185,73,1768,389,Huddersfield Town,17000,0,RW,2023,8,2018,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
9234,P. Sander,Philipp Sander,66,70,1200000,"CM,CDM,RM",CM,Germany,https://cdn.sofifa.net/players/243/354/23_60.png,24,185,76,1720,367,Holstein Kiel,5000,2000000,CM,2024,16,2018,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
9235,A. Fontana,Anthony Fontana,66,71,1300000,CAM,CAM,United States,https://cdn.sofifa.net/players/240/026/23_60.png,22,173,68,1773,375,Ascoli,1000,2200000,SUB,2024,99,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/us.png,-,-,High,Medium
9236,D. Lemajić,Darko Lemajić,66,66,875000,ST,ST,Serbia,https://cdn.sofifa.net/players/264/346/23_60.png,28,198,92,1486,320,KAA Gent,7000,1300000,SUB,2023,9,2021,-,Right,3,2,1,-,-,-,-,Medium,Medium
9237,B. Mumba,Bali Mumba,66,76,1800000,"RWB,LWB,RB",RWB,England,https://cdn.sofifa.net/players/243/353/23_60.png,20,168,61,1712,368,Plymouth Argyle,8000,0,LWB,2023,17,2020,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
9238,N. Robertha,Nigel Robertha,66,72,1400000,"ST,LW",ST,Curacao,https://cdn.sofifa.net/players/233/881/23_60.png,24,185,77,1639,356,D.C. United,2000,2400000,SUB,2023,19,2021,-,Left,3,3,1,-,-,-,-,Medium,Medium
9239,E. Babayan,Edgar Babayan,66,67,1000000,LM,LM,Armenia,https://cdn.sofifa.net/players/220/569/23_60.png,26,180,73,1740,371,Randers FC,5000,1300000,SUB,2025,11,2022,-,Right,4,3,1,-,-,-,-,High,Low
9240,Théo Fonseca,Théo Luis Fonseca,66,76,1900000,ST,ST,Portugal,https://cdn.sofifa.net/players/269/977/23_60.png,22,178,75,1595,347,Futebol Clube de Famalicão,3000,4400000,SUB,2025,95,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium
9241,U. Akyol,Ufuk Akyol,66,70,1200000,"CM,CDM",CAM,Germany,https://cdn.sofifa.net/players/251/800/23_60.png,24,180,74,1784,384,Antalyaspor,7000,2500000,SUB,2024,19,2019,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
9242,A. Pearce,Alex Pearce,66,66,400000,CB,CB,Republic of Ireland,https://cdn.sofifa.net/players/178/584/23_60.png,33,188,85,1369,284,AFC Wimbledon,4000,700000,CB,2023,15,2022,-,Right,2,2,1,-,-,-,-,Low,High
9243,M. Heylen,Michaël Heylen,66,67,800000,CB,CB,Belgium,https://cdn.sofifa.net/players/212/120/23_60.png,28,187,82,1523,321,FC Emmen,3000,1200000,SUB,2024,13,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
9244,Buatu,Jonathan Buatu Mananga,66,68,850000,CB,CB,Angola,https://cdn.sofifa.net/players/209/816/23_60.png,28,187,83,1580,344,Valenciennes FC,2000,1600000,SUB,2023,39,2022,-,Right,3,2,1,-,-,-,-,Medium,High
9245,D. Villalba,David Villalba,66,66,575000,CB,CB,Paraguay,https://cdn.sofifa.net/players/254/174/23_60.png,31,180,74,1508,331,Mushuc Runa,500,1200000,CB,2022,3,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium
9246,J. Medranda,Jimmy Medranda,66,66,775000,"LWB,LM,LB",LWB,Colombia,https://cdn.sofifa.net/players/219/871/23_60.png,28,173,68,1811,386,Seattle Sounders FC,2000,1200000,SUB,2022,94,2020,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,Medium
9247,S. Bakış,Sinan Bakış,66,66,875000,ST,ST,Turkey,https://cdn.sofifa.net/players/230/623/23_60.png,28,186,78,1490,308,FC Andorra,3000,1400000,SUB,2023,12,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Low
9248,A. Bono,Alex Bono,66,66,600000,GK,GK,United States,https://cdn.sofifa.net/players/226/786/23_60.png,28,191,94,1107,356,Toronto FC,2000,900000,GK,2022,25,2015,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium
9249,E. Bennett,Elliott Bennett,66,66,450000,RWB,RWB,England,https://cdn.sofifa.net/players/186/595/23_60.png,33,178,73,1759,374,Shrewsbury Town,3000,788000,SUB,2023,17,2021,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
9250,J. Holt,Jason Holt,66,66,725000,"CDM,CM",CDM,Scotland,https://cdn.sofifa.net/players/206/563/23_60.png,29,164,70,1843,382,Livingston FC,2000,1300000,CM,2023,18,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-sct.png,-,-,High,High
9251,A. Hagelskjær,Anders Hagelskjær,66,70,1100000,"CB,LB",CDM,Denmark,https://cdn.sofifa.net/players/250/850/23_60.png,25,192,84,1674,376,Sarpsborg 08 FF,4000,0,SUB,2022,13,2021,YES,Left,2,2,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,Medium,Medium
9252,F. Rogić,Filip Rogić,66,66,825000,CM,CM,Sweden,https://cdn.sofifa.net/players/237/538/23_60.png,29,182,77,1838,393,IK Sirius,2000,1000000,CM,2024,7,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/se.png,-,-,High,Medium
9253,S. Aresti,Simone Aresti,66,66,90000,GK,GK,Italy,https://cdn.sofifa.net/players/171/490/23_60.png,36,187,78,1127,358,Cagliari,800,144000,SUB,2023,18,2020,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
9254,J. Osei-Tutu,Jordi Osei-Tutu,66,75,1900000,"RW,RB",RM,England,https://cdn.sofifa.net/players/233/442/23_60.png,23,176,75,1812,395,VfL Bochum 1848,7000,3800000,SUB,2025,18,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
9255,J. Simpson,Jack Simpson,66,70,1100000,CB,CB,England,https://cdn.sofifa.net/players/230/882/23_60.png,25,190,83,1524,329,Cardiff City,9000,2100000,SUB,2024,26,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
9256,J. Kaprof,Juan Cruz Kaprof,66,66,925000,"ST,CF,CAM",RW,Argentina,https://cdn.sofifa.net/players/216/802/23_60.png,27,169,71,1727,367,Club Atlético Central Córdoba,5000,1300000,SUB,2022,16,2021,-,Right,2,4,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium
9257,C. Coventry,Conor Coventry,66,75,1900000,"CM,CDM",CM,Republic of Ireland,https://cdn.sofifa.net/players/240/863/23_60.png,22,175,68,1801,378,West Ham United,14000,4000000,SUB,2023,32,2017,-,Right,3,2,1,-,-,-,-,Medium,Medium
9258,T. Flanagan,Tom Flanagan,66,66,700000,CB,CB,Northern Ireland,https://cdn.sofifa.net/players/194/785/23_60.png,30,188,76,1516,328,Shrewsbury Town,3000,1200000,CB,2024,33,2022,-,Right,3,2,1,Northern Ireland,-,SUB,4,Medium,Medium
9259,T. Valencia,Tito Valencia,66,66,625000,"RB,RM",RB,Ecuador,https://cdn.sofifa.net/players/254/433/23_60.png,31,174,65,1835,398,Barcelona Sporting Club,500,1400000,SUB,2022,7,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
9260,A. Scully,Anthony Scully,66,75,1900000,"LM,RM,LW",RM,Republic of Ireland,https://cdn.sofifa.net/players/240/865/23_60.png,23,173,66,1697,359,Wigan Athletic,3000,3900000,SUB,2025,14,2022,-,Right,3,3,1,-,-,-,-,High,Medium
9261,N. Besler,Nick Besler,66,66,725000,"CDM,CB",CDM,United States,https://cdn.sofifa.net/players/226/785/23_60.png,29,185,75,1663,353,Real Salt Lake,2000,1100000,SUB,2022,13,2017,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Low,High
9262,S. Rossbach,Sondre Rossbach,66,69,850000,GK,GK,Norway,https://cdn.sofifa.net/players/213/729/23_60.png,26,189,80,1215,377,Vålerenga Fotball,1000,0,SUB,2022,1,2013,YES,Right,3,1,1,-,https://cdn.sofifa.net/flags/no.png,-,-,Medium,Medium
9263,D. Petratos,Dimitri Petratos,66,66,850000,"CAM,ST,LM",CAM,Australia,https://cdn.sofifa.net/players/202/208/23_60.png,29,176,82,1792,384,ATK Mohun Bagan FC,1000,1100000,SUB,2023,9,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Low
9264,J. Shaughnessy,Joe Shaughnessy,66,66,725000,CB,CB,Republic of Ireland,https://cdn.sofifa.net/players/198/624/23_60.png,29,183,69,1528,335,St. Mirren,2000,1300000,SUB,2023,4,2020,-,Right,4,2,1,-,-,-,-,Medium,High
9265,Ha Chang Rae,Chang Rae Ha,66,69,975000,CB,CB,Korea Republic,https://cdn.sofifa.net/players/238/354/23_60.png,27,188,82,1386,302,Pohang Steelers,2000,1300000,SUB,2022,45,2018,-,Right,3,2,1,-,-,-,-,Medium,Medium
9266,Miguel Berry,Miguel Berry,66,70,1200000,ST,ST,Spain,https://cdn.sofifa.net/players/256/018/23_60.png,24,190,82,1593,345,D.C. United,2000,1900000,SUB,2023,22,2022,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium
9267,M. Rogers,Morgan Rogers,66,82,2200000,"LW,RW",RM,England,https://cdn.sofifa.net/players/260/247/23_60.png,19,187,80,1661,371,Manchester City,17000,5400000,RES,2024,38,2019,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium
9268,E. Perleche,Erick Perleche,66,73,1600000,RB,RWB,Peru,https://cdn.sofifa.net/players/265/428/23_60.png,21,173,69,1687,361,Cienciano,500,3800000,SUB,2022,21,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,High,Medium
9269,J. Chávez,Jhoanner Chávez,66,77,1900000,"LM,LWB",LM,Ecuador,https://cdn.sofifa.net/players/259/027/23_60.png,20,182,77,1686,376,Independiente del Valle,500,4600000,LM,2023,6,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/ec.png,-,-,Medium,Medium
9270,E. Jirka,Erik Jirka,66,69,1200000,"RM,LM",ST,Slovakia,https://cdn.sofifa.net/players/255/699/23_60.png,24,184,73,1712,376,FC Viktoria Plzeň,500,2700000,RES,2025,77,2022,-,Right,3,3,1,-,-,-,-,Medium,Medium
9271,J. Heil,Jürgen Heil,66,70,1100000,"CDM,CM,LM",CDM,Austria,https://cdn.sofifa.net/players/244/435/23_60.png,25,176,70,1818,388,TSV Egger Glas Hartberg,3000,1700000,CDM,2026,28,2015,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium
9272,Adri Castellano,Adrián Castellano Cobacho,66,66,775000,"LB,CB",LB,Spain,https://cdn.sofifa.net/players/231/123/23_60.png,28,180,75,1615,349,SD Ponferradina,3000,1200000,SUB,2023,15,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
9273,R. Cuba,Rodrigo Cuba,66,66,725000,"RB,LB,CB",RB,Peru,https://cdn.sofifa.net/players/226/003/23_60.png,30,177,74,1665,361,Sport Boys,500,1600000,CB,2023,6,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,High,Low
9274,R. Pich,Róbert Pich,66,66,525000,"LM,RM,CF",RW,Slovakia,https://cdn.sofifa.net/players/222/163/23_60.png,33,173,68,1663,351,Legia Warszawa,3000,709000,SUB,2024,11,2022,-,Right,3,3,1,-,-,-,-,High,Medium
9275,A. Quintana,Ayrthon Quintana,66,74,1800000,LB,LB,Peru,https://cdn.sofifa.net/players/265/427/23_60.png,21,168,64,1708,374,Cienciano,500,4200000,LB,2022,31,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Medium
9276,Y. Chacón,Yerson Chacón,66,83,2200000,RM,CAM,Venezuela,https://cdn.sofifa.net/players/260/050/23_60.png,19,166,57,1582,338,Deportivo Táchira FC,500,6100000,RM,2025,18,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium
9277,Welliton Helmes,Welliton Edson Helmes Junqueira,66,66,1000000,CAM,CAM,Brazil,https://cdn.sofifa.net/players/234/016/23_60.png,22,172,69,1685,352,Internacional,7000,1900000,SUB,2025,31,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium
9278,S. Mockenhaupt,Sascha Mockenhaupt,66,66,700000,CB,CB,Germany,https://cdn.sofifa.net/players/218/656/23_60.png,30,187,84,1539,344,SV Wehen Wiesbaden,3000,1000000,SUB,2024,4,2017,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium
9279,C. Pain,Connor Pain,66,66,850000,LM,LM,Australia,https://cdn.sofifa.net/players/213/280/23_60.png,28,175,68,1865,397,Western United FC,1000,1100000,LM,2023,11,2019,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium
9280,M. Adeline,Martin Adeline,66,79,2000000,CM,CAM,France,https://cdn.sofifa.net/players/266/272/23_60.png,18,180,63,1752,371,Stade de Reims,2000,5300000,SUB,2026,80,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
9281,N. Opoku,Nicholas Opoku,66,70,1100000,CB,CB,Ghana,https://cdn.sofifa.net/players/245/022/23_60.png,24,190,78,1504,332,Amiens SC,2000,2000000,CB,2024,4,2021,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,Medium,Medium
9282,T. Salman,Tarek Salman,66,74,0,"CB,LWB",CDM,Qatar,https://cdn.sofifa.net/players/238/878/23_60.png,24,179,69,1679,361,Free agent,0,0,-,-,-,2022,-,Right,4,2,1,Qatar,https://cdn.sofifa.net/flags/qa.png,CB,5,Medium,Medium
9283,N. Sosa,Nicolás Sosa,66,69,1100000,"ST,CF",ST,Uruguay,https://cdn.sofifa.net/players/255/773/23_60.png,26,177,69,1643,337,Club Atlético River Plate,500,2400000,SUB,2022,23,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,High,Low
9284,K. Michael,Kingsley Michael,66,74,1900000,CM,RM,Nigeria,https://cdn.sofifa.net/players/245/277/23_60.png,22,176,70,1857,386,SV Ried,8000,0,CM,2023,12,2018,YES,Right,3,3,1,-,-,-,-,High,Medium
9285,D. Jastrzembski,Dennis Jastrzembski,66,73,1700000,"LM,ST",LM,Poland,https://cdn.sofifa.net/players/244/509/23_60.png,22,177,73,1691,370,Śląsk Wrocław,3000,2600000,LM,2025,11,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,High,Medium
9286,M. Cabrera,Maicol Cabrera,66,68,1100000,ST,ST,Uruguay,https://cdn.sofifa.net/players/263/124/23_60.png,26,186,83,1571,337,Club Atlético Huracán,5000,1700000,SUB,2024,99,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/uy.png,-,-,Medium,Low
9287,Z. MacMath,Zac MacMath,66,66,575000,GK,GK,United States,https://cdn.sofifa.net/players/201/940/23_60.png,30,188,88,1103,369,Real Salt Lake,2000,834000,GK,2022,18,2019,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium
9288,T. De Smet,Thibault De Smet,66,70,1100000,"LB,LM,LWB",CB,Belgium,https://cdn.sofifa.net/players/237/331/23_60.png,24,182,65,1696,369,Stade de Reims,5000,2300000,SUB,2024,25,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
9289,D. Casiraghi,Daniele Casiraghi,66,66,850000,"LW,CAM",RM,Italy,https://cdn.sofifa.net/players/268/756/23_60.png,29,177,73,1771,370,Südtirol,1000,1300000,LW,2024,17,2019,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium
9290,A. Kann,Alec Kann,66,66,450000,GK,GK,United States,https://cdn.sofifa.net/players/213/719/23_60.png,31,193,86,1151,366,FC Cincinnati,2000,653000,SUB,2023,1,2022,-,Left,3,1,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium
9291,Kwon Chang Hoon,Chang Hoon Kwon,66,66,850000,"RW,RM",RW,Korea Republic,https://cdn.sofifa.net/players/211/927/23_60.png,28,173,72,1795,369,Sangju Sangmu FC,2000,0,RW,2023,26,2021,YES,Left,3,3,1,-,-,-,-,High,Medium
9292,J. Radošević,Josip Radošević,66,67,825000,"CDM,CM",CB,Croatia,https://cdn.sofifa.net/players/211/671/23_60.png,28,180,78,1759,369,Brøndby IF,5000,1100000,CDM,2025,22,2018,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/hr.png,-,-,Medium,Medium
9293,F. Stanković,Filip Stanković,66,77,1600000,GK,GK,Serbia,https://cdn.sofifa.net/players/269/271/23_60.png,20,187,72,883,346,FC Volendam,7000,0,GK,2023,1,2020,YES,Right,3,1,1,-,-,-,-,Medium,Medium
9294,G. Long,George Long,66,69,800000,GK,GK,England,https://cdn.sofifa.net/players/202/199/23_60.png,28,193,94,1105,365,Millwall,4000,1600000,SUB,2023,1,2021,-,Left,3,1,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium
9295,C. Sabaly,Cheikh Sabaly,66,73,1700000,"LM,RM",RM,Senegal,https://cdn.sofifa.net/players/244/694/23_60.png,23,168,56,1567,327,FC Metz,2000,3400000,SUB,2023,14,2018,-,Right,3,3,1,-,-,-,-,Medium,Low
9296,D. Dankerlui,Damil Dankerlui,66,68,975000,RB,RWB,Suriname,https://cdn.sofifa.net/players/234/198/23_60.png,25,172,64,1763,386,FC Groningen,3000,1500000,SUB,2024,2,2020,-,Right,4,3,1,-,-,-,-,High,Low
9297,I. Bel Hassani,Iliass Bel Hassani,66,66,850000,"CAM,RW,CM",CAM,Morocco,https://cdn.sofifa.net/players/220/118/23_60.png,29,175,72,1730,360,RKC Waalwijk,3000,1200000,CM,2023,11,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/ma.png,-,-,Medium,Medium
9298,N. Bazzana,Nicolás Bazzana,66,70,1100000,CB,CB,Argentina,https://cdn.sofifa.net/players/238/037/23_60.png,26,180,78,1554,328,Delfín Sporting Club,500,2400000,SUB,2022,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Low,Medium
9299,Grego Sierra,Gregorio Sierra Pérez,66,67,800000,CB,CB,Spain,https://cdn.sofifa.net/players/224/981/23_60.png,29,184,74,1585,347,Burgos CF,2000,1300000,CB,2023,20,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
9300,L. Pirard,Lucas Pirard,66,68,775000,GK,GK,Belgium,https://cdn.sofifa.net/players/223/957/23_60.png,27,191,96,1045,356,Royale Union Saint-Gilloise,4000,1200000,SUB,2024,21,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
9301,C. Flórez,Cristian Flórez,66,66,825000,"LB,CB",LB,Colombia,https://cdn.sofifa.net/players/219/861/23_60.png,27,179,88,1680,364,Sport Boys,500,1800000,SUB,2022,4,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/co.png,-,-,High,Medium
9302,M. Zanotti,Mattia Zanotti,66,81,1900000,"RB,RM,RWB",RM,Italy,https://cdn.sofifa.net/players/271/573/23_60.png,19,177,70,1859,396,Inter,7000,4300000,RES,2025,46,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,High,Medium
9303,G. Simeone,Giuliano Simeone,66,79,2000000,"ST,LM,LW",ST,Argentina,https://cdn.sofifa.net/players/253/396/23_60.png,19,184,72,1681,357,Real Zaragoza,8000,0,ST,2023,20,2020,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium
9304,B. Danger,Bradley Danger,66,72,1200000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/243/412/23_60.png,24,182,73,1720,379,Rodez Aveyron Football,1000,2300000,CDM,2024,14,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium
9305,T. Sibbick,Toby Sibbick,66,73,1600000,CB,CB,England,https://cdn.sofifa.net/players/236/244/23_60.png,23,188,75,1569,353,Heart of Midlothian,2000,3200000,SUB,2025,21,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High
9306,Jacobo,Jacobo González Rodrigáñez,66,67,1000000,"RM,CAM,LM",CAM,Spain,https://cdn.sofifa.net/players/235/988/23_60.png,25,179,70,1668,356,FC Andorra,2000,1600000,SUB,2024,9,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium
9307,Leândro,Leândro Rossi Pereira,66,66,525000,RM,LW,Brazil,https://cdn.sofifa.net/players/262/685/23_60.png,33,175,74,1641,346,Radomiak Radom,2000,709000,RM,2024,9,2012,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium
9308,A. Zagré,Arthur Zagré,66,75,1800000,LWB,LWB,France,https://cdn.sofifa.net/players/248/604/23_60.png,20,168,60,1703,356,FC Utrecht,8000,0,RES,2023,20,2019,YES,Left,4,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Low
9309,Deng Zhuoxiang,Zhuoxiang Deng,66,66,525000,"CM,CAM",CM,China PR,https://cdn.sofifa.net/players/182/044/23_60.png,33,181,70,1735,359,Wuhan Three Towns,6000,814000,SUB,2025,8,2022,-,Left,3,3,1,-,-,-,-,Medium,Medium
9310,N. Gillekens,Nick Gillekens,66,68,800000,GK,GK,Belgium,https://cdn.sofifa.net/players/216/348/23_60.png,26,185,80,1132,369,KVC Westerlo,3000,1200000,SUB,2026,20,2022,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium
9311,F. Lohkemper,Felix Lohkemper,66,67,1000000,ST,ST,Germany,https://cdn.sofifa.net/players/212/248/23_60.png,27,179,76,1635,345,1. FC Nürnberg,5000,1700000,LM,2027,7,2019,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium
